Fecha	PrecEfec	PrecAcum
20/09/2009	0	0
19/09/2009	0	0
18/09/2009	33.4	55.2
17/09/2009	29.5	34.4
16/09/2009	2	2
15/09/2009	0	0
14/09/2009	0	0
13/09/2009	0	0
12/9/2009	0.8	0.8
11/9/2009	0	0
10/9/2009	0	0
9/9/2009	0	0
8/9/2009	18.2	18.8
7/9/2009	0	0
6/9/2009	0	0
5/9/2009	0	0
4/9/2009	0	0
3/9/2009	17.3	19.7
2/9/2009	21.4	23.2
1/9/2009	24.5	26.2
31/08/2009	0	0
30/08/2009	0	0
29/08/2009	0	0
28/08/2009	0	0
27/08/2009	0	0
26/08/2009	0	0
25/08/2009	0	0
24/08/2009	0	0
23/08/2009	0	0
22/08/2009	0	0
21/08/2009	0	0
20/08/2009	8.2	8.2
19/08/2009	28.7	31.4
18/08/2009	0	0
17/08/2009	0	0
16/08/2009	1	1
15/08/2009	0	0
14/08/2009	0	0
13/08/2009	0	0
12/8/2009	0	0
11/8/2009	0	0
10/8/2009	0	0
9/8/2009	0	0
8/8/2009	0	0
7/8/2009	0	0
6/8/2009	2.7	2.7
5/8/2009	2.7	2.7
4/8/2009	0	0
3/8/2009	0	0
2/8/2009	0	0
1/8/2009	0	0
31/07/2009	0	0
30/07/2009	0	0
29/07/2009	0	0
28/07/2009	0	0
27/07/2009	0	0
26/07/2009	0	0
25/07/2009	0	0
24/07/2009	0	0
23/07/2009	0	0
22/07/2009	0	0
21/07/2009	24.7	26.5
20/07/2009	0	0
19/07/2009	0	0
18/07/2009	0	0
17/07/2009	0	0
16/07/2009	0	0
15/07/2009	0	0
14/07/2009	0	0
13/07/2009	0	0
12/7/2009	0	0
11/7/2009	0	0
10/7/2009	0	0
9/7/2009	0	0
8/7/2009	0	0
7/7/2009	0	0
6/7/2009	0	0
5/7/2009	0	0
4/7/2009	0	0
3/7/2009	0	0
2/7/2009	0	0
1/7/2009	0	0
30/06/2009	0	0
29/06/2009	23.4	30.8
28/06/2009	28.2	30.8
27/06/2009	0	0
26/06/2009	0	0
25/06/2009	0	0
24/06/2009	0	0
23/06/2009	0	0
22/06/2009	1.5	1.5
21/06/2009	9.5	9.5
20/06/2009	0	0
19/06/2009	0	0
18/06/2009	0	0
17/06/2009	0	0
16/06/2009	0	0
15/06/2009	9.8	9.8
14/06/2009	0	0
13/06/2009	0	0
12/6/2009	0	0
11/6/2009	0	0
10/6/2009	0	0
9/6/2009	0	0
8/6/2009	0	0
7/6/2009	0	0
6/6/2009	0	0
5/6/2009	0	0
4/6/2009	0	0
3/6/2009	0	0
2/6/2009	0	0
1/6/2009	0	0
31/05/2009	7.5	7.5
30/05/2009	15.1	15.2
29/05/2009	0	0
28/05/2009	0	0
27/05/2009	0	0
26/05/2009	2.2	2.2
25/05/2009	0	0
24/05/2009	0	0
23/05/2009	0	0
22/05/2009	0	0
21/05/2009	0	0
20/05/2009	0	0
19/05/2009	0	0
18/05/2009	1.2	1.2
17/05/2009	0	0
16/05/2009	0	0
15/05/2009	0	0
14/05/2009	4.1	4.1
13/05/2009	9.2	9.2
12/5/2009	33.2	37.2
11/5/2009	0	0
10/5/2009	0	0
9/5/2009	0	0
8/5/2009	0	0
7/5/2009	0	0
6/5/2009	0	0
5/5/2009	0	0
4/5/2009	0	0
3/5/2009	0	0
2/5/2009	0	0
1/5/2009	0	0
30/04/2009	0	0
29/04/2009	0	0
28/04/2009	0	0
27/04/2009	0	0
26/04/2009	0	0
25/04/2009	0	0
24/04/2009	0	0
23/04/2009	0	0
22/04/2009	13.2	13.4
21/04/2009	0	0
20/04/2009	0	0
19/04/2009	0	0
18/04/2009	0	0
17/04/2009	0	0
16/04/2009	0	0
15/04/2009	0	0
14/04/2009	0	0
13/04/2009	0	0
12/4/2009	0	0
11/4/2009	0	0
10/4/2009	0	0
9/4/2009	0	0
8/4/2009	0	0
7/4/2009	0	0
6/4/2009	0	0
5/4/2009	10	10
4/4/2009	24.6	25
3/4/2009	0	0
2/4/2009	0	0
1/4/2009	1	1
31/03/2009	1	1
30/03/2009	0	0
29/03/2009	0	0
28/03/2009	0	0
27/03/2009	0	0
26/03/2009	0	0
25/03/2009	0	0
24/03/2009	0	0
23/03/2009	0	0
22/03/2009	0	0
21/03/2009	0	0
20/03/2009	0	0
19/03/2009	0	0
18/03/2009	0	0
17/03/2009	0	0
16/03/2009	17.4	17.5
15/03/2009	3.5	3.5
14/03/2009	0	0
13/03/2009	0	0
12/3/2009	0	0
11/3/2009	5.8	5.8
10/3/2009	0.7	0.7
9/3/2009	0	0
8/3/2009	0	0
7/3/2009	0	0
6/3/2009	0	0
5/3/2009	0	0
4/3/2009	1.1	1.1
3/3/2009	19	19.2
2/3/2009	0	0
1/3/2009	7.1	7.1
28/02/2009	0	0
27/02/2009	0	0
26/02/2009	0	0
25/02/2009	0	0
24/02/2009	0	0
23/02/2009	0	0
22/02/2009	8	8
21/02/2009	0	0
20/02/2009	21.8	22
19/02/2009	0	0
18/02/2009	0	0
17/02/2009	0	0
16/02/2009	1	1
15/02/2009	4.2	4.2
14/02/2009	0	0
13/02/2009	0	0
12/2/2009	0	0
11/2/2009	0	0
10/2/2009	17.1	17.2
9/2/2009	0	0
8/2/2009	0	0
7/2/2009	0	0
6/2/2009	0	0
5/2/2009	9.6	9.6
4/2/2009	8.2	8.2
3/2/2009	8.2	8.2
2/2/2009	22.4	23.7
1/2/2009	0	0
31/01/2009	2.8	2.8
30/01/2009	0	0
29/01/2009	3.5	3.5
28/01/2009	29.3	32.2
27/01/2009	0	0
26/01/2009	0	0
25/01/2009	0	0
24/01/2009	0	0
23/01/2009	0	0
22/01/2009	0	0
21/01/2009	0	0
20/01/2009	0	0
19/01/2009	1.3	1.3
18/01/2009	0	0
17/01/2009	0	0
16/01/2009	0	0
15/01/2009	0	0
14/01/2009	0	0
13/01/2009	7.3	7.3
12/1/2009	0	0
11/1/2009	0	0
10/1/2009	0	0
9/1/2009	0	0
8/1/2009	3	3
7/1/2009	0	0
6/1/2009	0	0
5/1/2009	0	0
4/1/2009	0	0
3/1/2009	0	0
2/1/2009	1.3	1.3
1/1/2009	0	0
31/12/2008	0	0
30/12/2008	0	0
29/12/2008	0	0
28/12/2008	0	0
27/12/2008	0	0
26/12/2008	0	0
25/12/2008	0	0
24/12/2008	1.6	1.6
23/12/2008	2.3	2.3
22/12/2008	0	0
21/12/2008	0	0
20/12/2008	0	0
19/12/2008	0	0
18/12/2008	0	0
17/12/2008	0	0
16/12/2008	0	0
15/12/2008	0	0
14/12/2008	0	0
13/12/2008	0	0
12/12/2008	0	0
11/12/2008	0	0
10/12/2008	0	0
9/12/2008	0	0
8/12/2008	0	0
7/12/2008	0	0
6/12/2008	0	0
5/12/2008	0	0
4/12/2008	0	0
3/12/2008	0	0
2/12/2008	3.5	3.5
1/12/2008	0	0
30/11/2008	0	0
29/11/2008	11.5	11.5
28/11/2008	0	0
27/11/2008	2.5	2.5
26/11/2008	0	0
25/11/2008	0	0
24/11/2008	0	0
23/11/2008	0	0
22/11/2008	0	0
21/11/2008	0	0
20/11/2008	0	0
19/11/2008	0	0
18/11/2008	0	0
17/11/2008	0	0
16/11/2008	0	0
15/11/2008	0	0
14/11/2008	0	0
13/11/2008	0	0
12/11/2008	0	0
11/11/2008	0	0
10/11/2008	0.5	0.5
9/11/2008	0	0
8/11/2008	0	0
7/11/2008	0	0
6/11/2008	22.8	23.1
5/11/2008	0	0
4/11/2008	0	0
3/11/2008	0	0
2/11/2008	0	0
1/11/2008	0	0
31/10/2008	0	0
30/10/2008	0	0
29/10/2008	0	0
28/10/2008	0	0
27/10/2008	0	0
26/10/2008	9.7	9.7
25/10/2008	3	3
24/10/2008	0	0
23/10/2008	0	0
22/10/2008	32.4	38.5
21/10/2008	0	0
20/10/2008	0	0
19/10/2008	0	0
18/10/2008	0	0
17/10/2008	0	0
16/10/2008	0	0
15/10/2008	0	0
14/10/2008	7.5	7.5
13/10/2008	31.3	34.8
12/10/2008	0	0
11/10/2008	0	0
10/10/2008	0	0
9/10/2008	0	0
8/10/2008	0	0
7/10/2008	0	0
6/10/2008	0	0
5/10/2008	0	0
4/10/2008	0.6	0.6
3/10/2008	0	0
2/10/2008	14.5	15.8
1/10/2008	0	0
30/09/2008	44.6	66.3
29/09/2008	6.8	6.8
28/09/2008	0	0
27/09/2008	0	0
26/09/2008	0	0
25/09/2008	0	0
24/09/2008	0	0
23/09/2008	0	0
22/09/2008	0	0
21/09/2008	0	0
20/09/2008	0	0
19/09/2008	0	0
18/09/2008	0	0
17/09/2008	0	0
16/09/2008	0	0
15/09/2008	0	0
14/09/2008	0	0
13/09/2008	0	0
12/9/2008	0	0
11/9/2008	0	0
10/9/2008	0	0
9/9/2008	0	0
8/9/2008	0	0
7/9/2008	0	0
6/9/2008	0	0
5/9/2008	0	0
4/9/2008	0	0
3/9/2008	0	0
2/9/2008	0	0
1/9/2008	0	0
31/08/2008	0	0
30/08/2008	0	0
29/08/2008	2.6	2.6
28/08/2008	27.1	29.5
27/08/2008	0	0
26/08/2008	0	0
25/08/2008	0	0
24/08/2008	0	0
23/08/2008	0	0
22/08/2008	0	0
21/08/2008	0	0
20/08/2008	0	0
19/08/2008	0	0
18/08/2008	0	0
17/08/2008	0	0
16/08/2008	0	0
15/08/2008	0	0
14/08/2008	0	0
13/08/2008	0	0
12/8/2008	15.6	15.7
11/8/2008	0	0
10/8/2008	0	0
9/8/2008	0	0
8/8/2008	0	0
7/8/2008	0	0
6/8/2008	0	0
5/8/2008	0	0
4/8/2008	0	0
3/8/2008	0	0
2/8/2008	0	0
1/8/2008	0	0
31/07/2008	0	0
30/07/2008	7.6	7.6
29/07/2008	0	0
28/07/2008	0	0
27/07/2008	0.1	0.1
26/07/2008	0	0
25/07/2008	0	0
24/07/2008	0	0
23/07/2008	0	0
22/07/2008	24	25.6
21/07/2008	0	0
20/07/2008	0	0
19/07/2008	0	0
18/07/2008	0	0
17/07/2008	0	0
16/07/2008	0	0
15/07/2008	0	0
14/07/2008	0	0
13/07/2008	0	0
12/7/2008	0	0
11/7/2008	0	0
10/7/2008	0	0
9/7/2008	0	0
8/7/2008	0	0
7/7/2008	8.5	8.5
6/7/2008	0	0
5/7/2008	0	0
4/7/2008	0	0
3/7/2008	0	0
2/7/2008	7.2	7.2
1/7/2008	0	0
30/06/2008	0	0
29/06/2008	0	0
28/06/2008	0	0
27/06/2008	0	0
26/06/2008	2.4	2.4
25/06/2008	0	0
24/06/2008	0	0
23/06/2008	0	0
22/06/2008	0	0
21/06/2008	0	0
20/06/2008	24.2	27
19/06/2008	17.1	17.2
18/06/2008	0	0
17/06/2008	0	0
16/06/2008	0	0
15/06/2008	0	0
14/06/2008	0	0
13/06/2008	0	0
12/6/2008	0	0
11/6/2008	0	0
10/6/2008	0	0
9/6/2008	17.4	17.6
8/6/2008	0	0
7/6/2008	0	0
6/6/2008	0	0
5/6/2008	0	0
4/6/2008	0	0
3/6/2008	1	1
2/6/2008	0	0
1/6/2008	0	0
31/05/2008	0	0
30/05/2008	0	0
29/05/2008	0	0
28/05/2008	29.4	34.2
27/05/2008	0	0
26/05/2008	0	0
25/05/2008	0	0
24/05/2008	12.2	12.2
23/05/2008	0	0
22/05/2008	0	0
21/05/2008	0	0
20/05/2008	0	0
19/05/2008	0	0
18/05/2008	0	0
17/05/2008	0	0
16/05/2008	0	0
15/05/2008	0	0
14/05/2008	0	0
13/05/2008	0	0
12/5/2008	0	0
11/5/2008	0	0
10/5/2008	0	0
9/5/2008	0	0
8/5/2008	0	0
7/5/2008	0	0
6/5/2008	0	0
5/5/2008	0	0
4/5/2008	0	0
3/5/2008	0	0
2/5/2008	4.8	4.8
1/5/2008	2	2
30/04/2008	0	0
29/04/2008	0	0
28/04/2008	44	65
27/04/2008	1.6	1.6
26/04/2008	7.5	7.5
25/04/2008	0	0
24/04/2008	0	0
23/04/2008	0	0
22/04/2008	0	0
21/04/2008	0	0
20/04/2008	0	0
19/04/2008	0	0
18/04/2008	0	0
17/04/2008	0	0
16/04/2008	0	0
15/04/2008	0	0
14/04/2008	0	0
13/04/2008	0	0
12/4/2008	4.5	4.5
11/4/2008	0	0
10/4/2008	1.5	1.5
9/4/2008	0	0
8/4/2008	0	0
7/4/2008	0	0
6/4/2008	0	0
5/4/2008	0	0
4/4/2008	0	0
3/4/2008	0	0
2/4/2008	0	0
1/4/2008	0	0
31/03/2008	0	0
30/03/2008	0	0
29/03/2008	0	0
28/03/2008	0	0
27/03/2008	24.2	24.6
26/03/2008	0	0
25/03/2008	0	0
24/03/2008	0	0
23/03/2008	0	0
22/03/2008	0	0
21/03/2008	0	0
20/03/2008	0	0
19/03/2008	0	0
18/03/2008	0	0
17/03/2008	0	0
16/03/2008	0	0
15/03/2008	0	0
14/03/2008	0	0
13/03/2008	0	0
12/3/2008	0	0
11/3/2008	0	0
10/3/2008	24.5	26.2
9/3/2008	0	0
8/3/2008	0	0
7/3/2008	0	0
6/3/2008	0	0
5/3/2008	0	0
4/3/2008	12.5	12.5
3/3/2008	2.2	2.2
2/3/2008	26.5	33.4
1/3/2008	6.5	6.5
29/02/2008	2.1	2.1
28/02/2008	16.8	17.1
27/02/2008	8	8
26/02/2008	0	0
25/02/2008	0	0
24/02/2008	0	0
23/02/2008	0	0
22/02/2008	0	0
21/02/2008	0	0
20/02/2008	0	0
19/02/2008	0	0
18/02/2008	0	0
17/02/2008	0	0
16/02/2008	3.2	3.2
15/02/2008	0	0
14/02/2008	0	0
13/02/2008	0	0
12/2/2008	0	0
11/2/2008	7.6	7.6
10/2/2008	0	0
9/2/2008	28.1	32.3
8/2/2008	3.8	3.8
7/2/2008	0	0
6/2/2008	0	0
5/2/2008	0	0
4/2/2008	0	0
3/2/2008	0	0
2/2/2008	1.7	1.7
1/2/2008	1	1
31/01/2008	3.2	3.2
30/01/2008	0	0
29/01/2008	11.5	11.5
28/01/2008	0	0
27/01/2008	0	0
26/01/2008	0	0
25/01/2008	0	0
24/01/2008	0	0
23/01/2008	14.1	14.1
22/01/2008	0	0
21/01/2008	0	0
20/01/2008	0	0
19/01/2008	4.7	4.7
18/01/2008	2.7	2.7
17/01/2008	25.6	32
16/01/2008	18.1	18.3
15/01/2008	0	0
14/01/2008	0	0
13/01/2008	0	0
12/1/2008	0	0
11/1/2008	8.8	8.8
10/1/2008	0	0
9/1/2008	9.8	9.8
8/1/2008	0	0
7/1/2008	0	0
6/1/2008	0	0
5/1/2008	0	0
4/1/2008	13	13.2
3/1/2008	0	0
2/1/2008	0	0
1/1/2008	0	0
31/12/2007	0	0
30/12/2007	0	0
29/12/2007	2	2
28/12/2007	0	0
27/12/2007	0	0
26/12/2007	0	0
25/12/2007	0	0
24/12/2007	12.4	12.6
23/12/2007	0	0
22/12/2007	0	0
21/12/2007	0	0
20/12/2007	0	0
19/12/2007	0	0
18/12/2007	0	0
17/12/2007	0	0
16/12/2007	0	0
15/12/2007	0	0
14/12/2007	0	0
13/12/2007	0	0
12/12/2007	0	0
11/12/2007	5.8	5.8
10/12/2007	4.2	4.2
9/12/2007	0	0
8/12/2007	0	0
7/12/2007	0	0
6/12/2007	0	0
5/12/2007	0	0
4/12/2007	23.8	25.4
3/12/2007	0	0
2/12/2007	0	0
1/12/2007	0	0
30/11/2007	0	0
29/11/2007	0	0
28/11/2007	0	0
27/11/2007	0	0
26/11/2007	0	0
25/11/2007	0	0
24/11/2007	10	10
23/11/2007	0	0
22/11/2007	0	0
21/11/2007	0	0
20/11/2007	0	0
19/11/2007	45.1	67.4
18/11/2007	6.8	6.8
17/11/2007	0	0
16/11/2007	0	0
15/11/2007	0	0
14/11/2007	0	0
13/11/2007	0	0
12/11/2007	0	0
11/11/2007	0	0
10/11/2007	2.3	2.3
9/11/2007	0	0
8/11/2007	0	0
7/11/2007	0	0
6/11/2007	0	0
5/11/2007	0	0
4/11/2007	0	0
3/11/2007	1.2	1.2
2/11/2007	0	0
1/11/2007	0	0
31/10/2007	0	0
30/10/2007	4.2	4.2
29/10/2007	32.3	42.8
28/10/2007	0	0
27/10/2007	22.2	22.5
26/10/2007	0	0
25/10/2007	0	0
24/10/2007	0	0
23/10/2007	1.6	1.6
22/10/2007	0	0
21/10/2007	29.1	32
20/10/2007	0	0
19/10/2007	0	0
18/10/2007	0	0
17/10/2007	0	0
16/10/2007	0.5	0.5
15/10/2007	0	0
14/10/2007	0	0
13/10/2007	0	0
12/10/2007	36.4	62.8
11/10/2007	5	5
10/10/2007	34.5	41.7
9/10/2007	0	0
8/10/2007	0	0
7/10/2007	3.7	3.7
6/10/2007	28	32.2
5/10/2007	0	0
4/10/2007	0	0
3/10/2007	18.1	18.7
2/10/2007	15.5	15.6
1/10/2007	0	0
30/09/2007	0	0
29/09/2007	0	0
28/09/2007	0	0
27/09/2007	0	0
26/09/2007	0	0
25/09/2007	0	0
24/09/2007	0	0
23/09/2007	1.2	1.2
22/09/2007	0	0
21/09/2007	0	0
20/09/2007	0	0
19/09/2007	1.2	1.2
18/09/2007	10.5	10.5
17/09/2007	0	0
16/09/2007	2.8	2.8
15/09/2007	0.6	0.6
14/09/2007	22.3	23.6
13/09/2007	5	5
12/9/2007	6.5	6.5
11/9/2007	7.5	7.5
10/9/2007	0	0
9/9/2007	0	0
8/9/2007	0	0
7/9/2007	0	0
6/9/2007	23.9	24.2
5/9/2007	4.8	4.8
4/9/2007	0	0
3/9/2007	0	0
2/9/2007	0	0
1/9/2007	0	0
31/08/2007	0	0
30/08/2007	0	0
29/08/2007	0	0
28/08/2007	0	0
27/08/2007	1.1	1.1
26/08/2007	4.8	4.8
25/08/2007	0	0
24/08/2007	2.4	2.4
23/08/2007	0	0
22/08/2007	0	0
21/08/2007	0	0
20/08/2007	1.1	1.1
19/08/2007	4	4
18/08/2007	0	0
17/08/2007	0	0
16/08/2007	0	0
15/08/2007	0	0
14/08/2007	0	0
13/08/2007	0	0
12/8/2007	0	0
11/8/2007	0	0
10/8/2007	15.1	15.2
9/8/2007	0	0
8/8/2007	0	0
7/8/2007	0	0
6/8/2007	1.4	1.4
5/8/2007	0	0
4/8/2007	1.8	1.8
3/8/2007	1.2	1.2
2/8/2007	0	0
1/8/2007	0	0
31/07/2007	0	0
30/07/2007	0	0
29/07/2007	0	0
28/07/2007	0	0
27/07/2007	0	0
26/07/2007	0	0
25/07/2007	0	0
24/07/2007	0	0
23/07/2007	0	0
22/07/2007	0.3	0.3
21/07/2007	0	0
20/07/2007	0	0
19/07/2007	0	0
18/07/2007	0	0
17/07/2007	0	0
16/07/2007	0	0
15/07/2007	0	0
14/07/2007	0	0
13/07/2007	0	0
12/7/2007	0	0
11/7/2007	0	0
10/7/2007	5	5
9/7/2007	0	0
8/7/2007	0	0
7/7/2007	0	0
6/7/2007	0	0
5/7/2007	0	0
4/7/2007	0	0
3/7/2007	0	0
2/7/2007	0	0
1/7/2007	0	0
30/06/2007	0	0
29/06/2007	0	0
28/06/2007	0	0
27/06/2007	8.9	8.9
26/06/2007	13	13.2
25/06/2007	0	0
24/06/2007	0	0
23/06/2007	0	0
22/06/2007	5.1	5.1
21/06/2007	0	0
20/06/2007	3.2	3.2
19/06/2007	1.1	1.1
18/06/2007	0	0
17/06/2007	0	0
16/06/2007	0	0
15/06/2007	4.9	4.9
14/06/2007	0	0
13/06/2007	0.8	0.8
12/6/2007	0	0
11/6/2007	0	0
10/6/2007	0	0
9/6/2007	3.5	3.5
8/6/2007	0	0
7/6/2007	0	0
6/6/2007	0	0
5/6/2007	0	0
4/6/2007	0	0
3/6/2007	0	0
2/6/2007	0	0
1/6/2007	0	0
31/05/2007	0	0
30/05/2007	0	0
29/05/2007	0	0
28/05/2007	0	0
27/05/2007	0	0
26/05/2007	0	0
25/05/2007	0	0
24/05/2007	0	0
23/05/2007	0	0
22/05/2007	0	0
21/05/2007	0	0
20/05/2007	0	0
19/05/2007	0	0
18/05/2007	0	0
17/05/2007	0	0
16/05/2007	0	0
15/05/2007	0	0
14/05/2007	0	0
13/05/2007	0	0
12/5/2007	0	0
11/5/2007	0	0
10/5/2007	0	0
9/5/2007	0	0
8/5/2007	0	0
7/5/2007	2.5	2.5
6/5/2007	9	9
5/5/2007	0	0
4/5/2007	0	0
3/5/2007	0	0
2/5/2007	0.6	0.6
1/5/2007	0	0
30/04/2007	0	0
29/04/2007	0	0
28/04/2007	0	0
27/04/2007	0	0
26/04/2007	16.2	16.4
25/04/2007	4.9	4.9
24/04/2007	6.3	6.3
23/04/2007	0	0
22/04/2007	9	9
21/04/2007	0	0
20/04/2007	0	0
19/04/2007	0	0
18/04/2007	0	0
17/04/2007	0	0
16/04/2007	0	0
15/04/2007	15.8	16
14/04/2007	0.2	0.2
13/04/2007	0	0
12/4/2007	30.3	43.2
11/4/2007	0	0
10/4/2007	0	0
9/4/2007	0	0
8/4/2007	0	0
7/4/2007	50.7	125
6/4/2007	0	0
5/4/2007	0.9	0.9
4/4/2007	0	0
3/4/2007	0	0
2/4/2007	15.9	16.2
1/4/2007	0	0
31/03/2007	25.8	38.5
30/03/2007	18.9	20
29/03/2007	1.8	1.8
28/03/2007	0	0
27/03/2007	18.9	28.9
26/03/2007	47.4	62.8
25/03/2007	0	0
24/03/2007	0	0
23/03/2007	0	0
22/03/2007	0	0
21/03/2007	0	0
20/03/2007	0	0
19/03/2007	0	0
18/03/2007	1.3	1.3
17/03/2007	33	44
16/03/2007	0	0
15/03/2007	20.3	21.2
14/03/2007	0	0
13/03/2007	0	0
12/3/2007	0	0
11/3/2007	0	0
10/3/2007	0	0
9/3/2007	23.5	39.3
8/3/2007	21.3	34.2
7/3/2007	39.1	55.2
6/3/2007	2.9	2.9
5/3/2007	0	0
4/3/2007	8	8
3/3/2007	0	0
2/3/2007	32.1	52.2
1/3/2007	2.2	2.2
28/02/2007	25.8	35
27/02/2007	23.5	26
26/02/2007	1.9	1.9
25/02/2007	0	0
24/02/2007	15	15
23/02/2007	0	0
22/02/2007	38	53.1
21/02/2007	0	0
20/02/2007	0	0
19/02/2007	0	0
18/02/2007	0	0
17/02/2007	23.7	26.3
16/02/2007	10.8	10.8
15/02/2007	3.5	3.5
14/02/2007	0	0
13/02/2007	0	0
12/2/2007	0	0
11/2/2007	0	0
10/2/2007	24.9	25.3
9/2/2007	0	0
8/2/2007	0	0
7/2/2007	0	0
6/2/2007	3.2	3.2
5/2/2007	23.2	23.5
4/2/2007	0	0
3/2/2007	0	0
2/2/2007	0	0
1/2/2007	0	0
31/01/2007	0	0
30/01/2007	0	0
29/01/2007	0	0
28/01/2007	0	0
27/01/2007	0	0
26/01/2007	0	0
25/01/2007	1.4	1.4
24/01/2007	0	0
23/01/2007	0	0
22/01/2007	0	0
21/01/2007	0	0
20/01/2007	39.8	50
19/01/2007	0	0
18/01/2007	5.7	5.7
17/01/2007	0	0
16/01/2007	0	0
15/01/2007	0	0
14/01/2007	0	0
13/01/2007	0	0
12/1/2007	0	0
11/1/2007	22.4	22.7
10/1/2007	0	0
9/1/2007	0	0
8/1/2007	0	0
7/1/2007	0	0
6/1/2007	0	0
5/1/2007	0	0
4/1/2007	21.9	22.1
3/1/2007	0	0
2/1/2007	0	0
1/1/2007	0	0
31/12/2006	0	0
30/12/2006	0	0
29/12/2006	0	0
28/12/2006	0	0
27/12/2006	0	0
26/12/2006	0	0
25/12/2006	30.5	48.6
24/12/2006	17.7	18.5
23/12/2006	0	0
22/12/2006	0	0
21/12/2006	3.2	3.2
20/12/2006	29.8	55.4
19/12/2006	29	33.7
18/12/2006	6	6
17/12/2006	0	0
16/12/2006	0	0
15/12/2006	26.2	28.3
14/12/2006	4	4
13/12/2006	0	0
12/12/2006	0	0
11/12/2006	0	0
10/12/2006	0	0
9/12/2006	0	0
8/12/2006	0	0
7/12/2006	0	0
6/12/2006	0	0
5/12/2006	0	0
4/12/2006	0	0
3/12/2006	0	0
2/12/2006	24.2	24.6
1/12/2006	0	0
30/11/2006	0	0
29/11/2006	0	0
28/11/2006	0	0
27/11/2006	0.5	0.5
26/11/2006	0	0
25/11/2006	0	0
24/11/2006	0	0
23/11/2006	0	0
22/11/2006	0	0
21/11/2006	0	0
20/11/2006	0	0
19/11/2006	0	0
18/11/2006	3.2	3.2
17/11/2006	28.4	32.8
16/11/2006	3.1	3.1
15/11/2006	0	0
14/11/2006	0	0
13/11/2006	0	0
12/11/2006	0	0
11/11/2006	0	0
10/11/2006	0	0
9/11/2006	0	0
8/11/2006	0	0
7/11/2006	0	0
6/11/2006	35.2	42.7
5/11/2006	0	0
4/11/2006	0	0
3/11/2006	1.7	1.7
2/11/2006	0	0
1/11/2006	0	0
31/10/2006	24.9	42.6
30/10/2006	35	52.5
29/10/2006	24.6	25
28/10/2006	1	1
27/10/2006	0	0
26/10/2006	0	0
25/10/2006	0	0
24/10/2006	0	0
23/10/2006	0	0
22/10/2006	0	0
21/10/2006	0	0
20/10/2006	0	0
19/10/2006	0	0
18/10/2006	0	0
17/10/2006	0	0
16/10/2006	0	0
15/10/2006	30.2	33.4
14/10/2006	0	0
13/10/2006	0	0
12/10/2006	0	0
11/10/2006	8.5	8.5
10/10/2006	0	0
9/10/2006	0	0
8/10/2006	0	0
7/10/2006	0	0
6/10/2006	0	0
5/10/2006	31.6	35.2
4/10/2006	0	0
3/10/2006	0.6	0.6
2/10/2006	1.2	1.2
1/10/2006	0	0
30/09/2006	0	0
29/09/2006	0	0
28/09/2006	7.5	7.5
27/09/2006	0	0
26/09/2006	0	0
25/09/2006	0	0
24/09/2006	0	0
23/09/2006	1.4	1.4
22/09/2006	0	0
21/09/2006	0	0
20/09/2006	4.2	4.2
19/09/2006	0	0
18/09/2006	0	0
17/09/2006	0	0
16/09/2006	0	0
15/09/2006	0	0
14/09/2006	0	0
13/09/2006	0	0
12/9/2006	0	0
11/9/2006	0	0
10/9/2006	0	0
9/9/2006	0	0
8/9/2006	0	0
7/9/2006	0	0
6/9/2006	0	0
5/9/2006	0	0
4/9/2006	0	0
3/9/2006	0	0
2/9/2006	17	17.1
1/9/2006	0	0
31/08/2006	4.9	4.9
30/08/2006	0	0
29/08/2006	0	0
28/08/2006	0	0
27/08/2006	0	0
26/08/2006	2.4	2.4
25/08/2006	0	0
24/08/2006	0	0
23/08/2006	0	0
22/08/2006	0	0
21/08/2006	0	0
20/08/2006	0	0
19/08/2006	0	0
18/08/2006	0	0
17/08/2006	0	0
16/08/2006	0	0
15/08/2006	0	0
14/08/2006	0	0
13/08/2006	2	2
12/8/2006	0	0
11/8/2006	0	0
10/8/2006	19.7	26.8
9/8/2006	43	55.2
8/8/2006	0	0
7/8/2006	0	0
6/8/2006	0	0
5/8/2006	0	0
4/8/2006	0	0
3/8/2006	0	0
2/8/2006	0	0
1/8/2006	0	0
31/07/2006	0	0
30/07/2006	0	0
29/07/2006	0	0
28/07/2006	0	0
27/07/2006	9.5	9.5
26/07/2006	0	0
25/07/2006	0	0
24/07/2006	0	0
23/07/2006	0	0
22/07/2006	0	0
21/07/2006	0	0
20/07/2006	0	0
19/07/2006	0	0
18/07/2006	0	0
17/07/2006	0	0
16/07/2006	0	0
15/07/2006	0	0
14/07/2006	0	0
13/07/2006	0	0
12/7/2006	0	0
11/7/2006	0	0
10/7/2006	0	0
9/7/2006	4.2	4.2
8/7/2006	0	0
7/7/2006	0	0
6/7/2006	0	0
5/7/2006	0	0
4/7/2006	0	0
3/7/2006	0	0
2/7/2006	0	0
1/7/2006	0	0
30/06/2006	0	0
29/06/2006	0	0
28/06/2006	0	0
27/06/2006	0	0
26/06/2006	1.5	1.5
25/06/2006	39.8	50
24/06/2006	0	0
23/06/2006	0	0
22/06/2006	0	0
21/06/2006	0	0
20/06/2006	0	0
19/06/2006	0	0
18/06/2006	0	0
17/06/2006	0	0
16/06/2006	0	0
15/06/2006	0	0
